passenger_id,survived,pclass,gender,age,sibsp,parch,fare
785,0,3,1,30,0,0,7.2292
786,0,3,0,27,1,0,7.925
787,0,3,0,25,1,0,7.925
788,1,3,1,29,0,0,7.8958
789,1,3,1,21,0,0,7.7958
790,0,3,1,20,0,0,7.8542
791,0,3,1,48,0,0,7.8542
792,0,3,1,17,1,0,7.0542
793,0,3,1,34,0,0,6.4958
794,1,3,1,26,0,0,7.775
795,0,3,1,22,0,0,7.7958
796,0,3,1,33,0,0,8.6542
797,0,3,1,31,0,0,7.775
798,0,3,1,29,0,0,7.8542
799,1,3,1,4,1,1,11.1333
800,1,3,0,1,1,1,11.1333
801,0,3,1,49,0,0,0
802,0,3,1,33,0,0,7.775
803,0,3,1,19,0,0,0
804,1,3,0,27,0,2,11.1333
805,0,3,1,23,0,0,7.8958
806,1,3,1,32,0,0,7.8542
807,0,3,1,27,0,0,7.8542
808,0,3,0,20,1,0,9.825
809,0,3,0,21,1,0,9.825
810,1,3,1,31,0,0,7.925
811,0,3,1,17,0,0,7.125
812,0,3,1,21,0,0,8.4333
813,0,3,1,30,0,0,7.8958
814,1,3,1,21,0,0,7.7958
815,0,3,1,33,0,0,7.8542
816,0,3,1,22,0,0,7.5208
817,1,3,0,4,0,1,13.4167
818,1,3,1,39,0,1,13.4167
819,0,3,1,19,0,0,7.2292
820,0,3,1,35,0,0,7.8292
821,0,3,1,44,0,0,8.05
822,0,3,0,22,2,0,8.6625
823,0,3,1,26,2,0,8.6625
824,1,3,0,4,0,2,22.025
825,1,3,1,29,3,1,22.025
826,1,3,0,26,1,1,22.025
827,0,3,0,1,1,1,12.1833
828,0,3,1,18,1,1,7.8542
829,0,3,0,36,0,2,12.1833
830,1,3,1,25,0,0,7.2292
831,0,3,0,37,0,0,9.5875
832,1,3,0,22,0,0,7.25
833,1,3,1,26,0,0,56.4958
834,0,3,1,29,0,0,9.4833
835,0,3,1,29,0,0,7.775
836,0,3,1,22,0,0,7.775
837,1,3,1,22,0,0,7.225
838,0,3,1,32,0,0,7.925
839,0,3,1,35,0,0,6.4375
840,0,3,1,36,0,0,0
841,0,3,1,39,0,0,24.15
842,0,3,1,24,0,0,9.5
843,0,3,0,25,0,0,7.775
844,0,3,0,45,0,0,7.75
845,0,3,1,36,1,0,15.55
846,0,3,0,30,1,0,15.55
847,1,3,1,20,1,0,7.925
848,0,3,1,28,0,0,56.4958
849,0,3,1,30,1,0,16.1
850,0,3,0,26,1,0,16.1
851,0,3,1,21,0,0,7.25
852,1,3,1,27,0,0,8.6625
853,0,3,1,51,0,0,7.0542
854,1,3,0,23,0,0,7.8542
855,1,3,1,30,0,0,7.5792
856,1,3,1,24,0,0,7.1417
857,0,3,1,22,0,0,7.125
858,0,3,1,29,0,0,7.925
859,0,3,0,31,0,0,7.75
860,0,3,1,35,0,0,7.8958
861,0,3,1,33,0,0,7.8958
862,1,3,0,15,0,0,8.0292
863,0,3,0,35,0,0,7.75
864,0,3,1,24,1,0,16.1
865,0,3,0,19,1,0,16.1
866,0,3,1,56,0,0,8.05
867,1,3,1,21,0,0,7.775
868,0,3,1,24,0,0,7.8958
869,0,3,1,21,0,0,7.8958
870,0,3,1,28,0,0,7.8958
871,0,3,1,25,0,0,7.65
872,1,3,1,6,0,1,12.475
873,1,3,0,27,0,1,12.475
874,0,3,1,34,0,0,8.05
875,1,3,0,24,0,0,7.75
876,0,3,1,18,0,0,7.75
877,0,3,1,22,0,0,7.8958
878,1,3,0,15,0,0,7.225
879,1,3,0,1,0,2,15.7417
880,1,3,1,20,1,1,15.7417
881,1,3,0,19,1,1,15.7417
882,0,3,1,33,0,0,8.05
883,1,3,1,12,1,0,11.2417
884,1,3,0,14,1,0,11.2417
885,0,3,0,29,0,0,7.925
886,0,3,1,28,0,0,8.05
887,1,3,0,18,0,0,7.775
888,1,3,0,26,0,0,7.8542
889,0,3,1,21,0,0,7.8542
890,0,3,1,41,0,0,7.125
891,1,3,1,39,0,0,7.925
892,0,3,1,21,0,0,7.8
893,0,3,1,29,0,0,7.2292
894,1,3,0,22,0,0,7.75
895,0,3,1,61,0,0,6.2375
896,0,3,1,23,0,0,9.225
897,1,3,0,22,0,0,7.775
898,1,3,1,9,0,1,3.1708
899,0,3,1,28,0,0,22.525
900,0,3,1,42,0,1,8.4042
901,0,3,0,31,0,0,7.8542
902,0,3,1,28,0,0,7.8542
903,1,3,1,30,0,0,7.775
904,0,3,1,20,0,0,9.225
905,0,3,0,23,0,0,8.6625
906,0,3,0,20,0,0,8.6625
907,0,3,1,20,0,0,8.6625
908,0,3,1,16,0,0,9.2167
909,1,3,0,29,0,0,8.6833
910,0,3,1,2,3,1,21.075
911,0,3,1,6,3,1,21.075
912,0,3,0,3,3,1,21.075
913,0,3,0,8,3,1,21.075
914,0,3,0,29,0,4,21.075
915,0,3,1,1,4,1,39.6875
916,0,3,1,7,4,1,39.6875
917,0,3,1,2,4,1,39.6875
918,0,3,1,16,4,1,39.6875
919,0,3,1,14,4,1,39.6875
920,0,3,0,41,0,5,39.6875
921,0,3,1,21,0,0,8.6625
922,0,3,1,19,0,0,14.5
923,0,3,1,32,0,0,7.8958
924,0,3,1,1,1,1,13.775
925,0,3,0,3,1,1,13.775
926,0,3,0,26,0,2,13.775
927,0,3,1,21,0,0,7.925
928,0,3,1,25,0,0,7.925
929,0,3,1,22,0,0,7.25
930,1,3,1,25,1,0,7.775
931,0,3,1,24,0,0,8.05
932,0,3,0,28,0,0,7.8958
933,0,3,1,19,0,0,7.8958
934,0,3,1,25,1,0,7.775
935,0,3,0,18,0,0,7.775
936,1,3,1,29,0,0,8.05
937,0,3,1,17,0,0,8.6625
938,0,3,1,24,0,0,8.6625
939,0,3,1,38,0,0,7.8958
940,0,3,1,21,0,0,8.05
941,0,3,1,10,4,1,29.125
942,0,3,1,4,4,1,29.125
943,0,3,1,7,4,1,29.125
944,0,3,1,2,4,1,29.125
945,0,3,1,8,4,1,29.125
946,0,3,0,39,0,5,29.125
947,0,3,0,22,0,0,39.6875
948,0,3,1,35,0,0,7.125
949,0,3,1,50,1,0,14.5
950,0,3,0,47,1,0,14.5
951,0,3,0,2,1,1,20.2125
952,0,3,1,18,1,1,20.2125
953,0,3,0,41,0,2,20.2125
954,0,3,1,50,0,0,8.05
955,0,3,1,16,0,0,8.05
956,0,3,1,25,0,0,7.225
957,0,3,1,39,0,0,7.25
958,0,3,1,15,8,2,69.55
959,0,3,1,24,0,0,9.325
960,1,3,0,21,0,0,7.65
961,0,3,1,39,0,0,7.925
962,1,3,0,1,1,1,16.7
963,1,3,0,24,0,2,16.7
964,1,3,0,4,1,1,16.7
965,1,3,1,25,0,0,9.5
966,0,3,1,20,0,0,8.05
967,0,3,1,25,0,0,8.05
968,1,3,1,29,0,0,9.5
969,0,3,1,22,0,0,7.2292
970,0,3,1,40,0,0,7.8958
971,0,3,1,21,0,0,7.925
972,1,3,0,18,0,0,7.4958
973,0,3,1,4,3,2,27.9
974,0,3,1,10,3,2,27.9
975,0,3,0,9,3,2,27.9
976,0,3,0,2,3,2,27.9
977,0,3,1,40,1,4,27.9
978,0,3,0,45,1,4,27.9
979,0,3,1,19,0,0,7.65
980,0,3,1,30,0,0,8.05
981,0,3,1,32,0,0,8.05
982,0,3,1,33,0,0,8.6625
983,1,3,0,23,0,0,7.55
984,0,3,1,21,0,0,8.05
985,0,3,1,61,0,0,0
986,0,3,1,19,0,0,7.8958
987,0,3,0,22,0,0,9.8375
988,1,3,1,28,0,0,7.925
989,0,3,1,27,0,0,8.6625
990,0,3,0,2,0,1,10.4625
991,0,3,0,29,1,1,10.4625
992,1,3,1,16,0,0,8.05
993,1,3,1,44,0,0,7.925
994,0,3,1,25,0,0,7.05
995,0,3,1,74,0,0,7.775
996,1,3,1,14,0,0,9.225
997,0,3,1,24,0,0,7.7958
998,1,3,1,25,0,0,7.7958
999,0,3,1,34,0,0,8.05
1000,1,3,1,1,0,1,8.5167
1001,1,3,0,16,1,1,8.5167
1002,0,3,1,32,0,0,7.925
1003,0,3,1,31,0,0,8.05
1004,0,3,1,44,0,0,8.05
1005,1,3,1,25,0,0,0
1006,1,3,1,7,1,1,15.2458
1007,1,3,0,9,1,1,15.2458
1008,1,3,0,29,0,2,15.2458
1009,0,3,1,36,0,0,7.8958
1010,1,3,0,18,0,0,9.8417
1011,1,3,0,63,0,0,9.5875
1012,0,3,1,12,1,1,14.5
1013,0,3,1,41,0,2,14.5
1014,0,3,0,10,0,2,24.15
1015,0,3,1,36,1,1,24.15
1016,0,3,0,30,1,1,24.15
1017,0,3,1,33,0,0,9.5
1018,0,3,1,28,0,0,9.5
1019,0,3,1,28,0,0,9.5
1020,0,3,1,47,0,0,9
1021,0,3,0,18,2,0,18
1022,0,3,1,31,3,0,18
1023,0,3,1,16,2,0,18
1024,0,3,0,31,1,0,18
1025,1,3,1,22,0,0,7.225
1026,0,3,1,20,0,0,7.8542
1027,0,3,0,14,0,0,7.8542
1028,0,3,1,22,0,0,7.8958
1029,0,3,1,22,0,0,9
1030,0,3,1,33,0,0,9.5
1031,1,3,0,38,0,0,7.2292
1032,0,3,1,51,0,0,7.75
1033,0,3,1,18,1,0,6.4958
1034,0,3,1,21,1,0,6.4958
1035,1,3,0,47,1,0,7
1036,0,3,1,29,0,0,16.1
1037,0,3,1,21,0,0,7.25
1038,0,3,1,27,0,0,8.6625
1039,0,3,1,36,0,0,9.5
1040,0,3,1,27,1,0,14.4542
1041,1,3,0,15,1,0,14.4542
1042,0,3,1,46,0,0,7.225
1043,0,3,0,15,1,0,14.4542
1044,0,3,1,27,0,0,7.225
1045,0,3,1,27,0,0,7.225
1046,0,3,1,29,0,0,7.875
